1
2
3
4
5
6
7
8
9
10
11
12
1, 2, 6
1, 2, 7
1, 2, 8
1, 2, 12
1, 3, 4
1, 3, 6
1, 3, 7, 10
1, 3, 8
1, 3, 12
1, 4, 5
1, 4, 10
1, 4, 11
1, 5, 6
1, 5, 7
1, 5, 8
1, 5, 12
1, 6, 9
1, 6, 10
1, 6, 11
1, 7, 9
1, 3, 7, 10
1, 7, 11
1, 8, 9
1, 8, 10
1, 8, 11
1, 9, 12
1, 10, 12
1, 11, 12
2, 3, 4
2, 4, 5
2, 4, 8
2, 4, 10
2, 5, 11
2, 10, 11
3, 4, 9
4, 5, 9
4, 8, 9
4, 8, 12
4, 9, 10
5, 9, 11
9, 10, 11
1, 2, 3, 4, 6
1, 2, 3, 4, 7
1, 2, 3, 4, 8
1, 2, 3, 4, 12
1, 2, 3, 6, 10
1, 2, 3, 6, 11
1, 2, 3, 7, 10
1, 2, 3, 7, 11
1, 2, 3, 11, 12
1, 2, 4, 5, 6
1, 2, 4, 5, 7
1, 2, 4, 5, 8
1, 2, 4, 5, 12
1, 2, 4, 8, 10
1, 2, 4, 8, 11
1, 2, 4, 10, 12
1, 2, 5, 6, 10
1, 2, 5, 6, 11
1, 2, 5, 7, 10
1, 2, 5, 7, 11
1, 2, 5, 11, 12
1, 2, 6, 8, 11
1, 2, 6, 10, 12
1, 2, 7, 8, 11
1, 2, 7, 10, 12
1, 2, 8, 11, 12
1, 3, 4, 6, 9
1, 3, 4, 7, 9
1, 3, 4, 8, 9
1, 3, 4, 9, 12
1, 3, 6, 8, 10
1, 3, 6, 9, 11
1, 3, 7, 8, 10
1, 3, 7, 9, 11
1, 3, 9, 11, 12
1, 4, 5, 6, 9
1, 4, 5, 7, 9
1, 4, 5, 8, 9
1, 4, 5, 9, 12
1, 4, 6, 9, 10
1, 4, 6, 10, 11
1, 4, 7, 9, 10
1, 4, 7, 10, 11
1, 4, 8, 9, 10
1, 4, 8, 9, 11
1, 4, 9, 10, 12
1, 4, 10, 11, 12
1, 5, 6, 8, 10
1, 5, 6, 9, 11
1, 5, 7, 8, 10
1, 5, 7, 9, 11
1, 5, 9, 11, 12
1, 6, 8, 9, 11
1, 6, 8, 10, 11
1, 7, 8, 9, 11
1, 7, 8, 10, 11
1, 8, 9, 11, 12
1, 8, 10, 11, 12
1, 2, 3, 4, 5, 6, 8
1, 2, 3, 4, 5, 7, 9
1, 2, 3, 4, 5, 8, 11
1, 2, 3, 4, 6, 9, 10
1, 2, 3, 4, 6, 10, 12
1, 2, 3, 4, 6, 11, 12
1, 2, 3, 4, 7, 9, 10
1, 2, 3, 4, 7, 10, 12
1, 2, 3, 4, 7, 11, 12
1, 2, 3, 4, 8, 10, 12
1, 2, 3, 4, 8, 11, 12
1, 2, 4, 5, 6, 7, 11
1, 2, 4, 5, 6, 9, 12
1, 2, 4, 5, 6, 10, 12
1, 2, 4, 5, 7, 8, 9
1, 2, 4, 5, 7, 9, 12
1, 2, 4, 5, 7, 10, 12
1, 2, 4, 5, 8, 10, 12
1, 2, 4, 6, 8, 9, 10
1, 2, 4, 7, 8, 9, 10
1, 2, 5, 6, 8, 9, 11
1, 2, 5, 6, 9, 11, 12
1, 2, 5, 6, 10, 11, 12
1, 2, 5, 7, 8, 9, 11
1, 2, 5, 7, 9, 11, 12
1, 2, 5, 7, 10, 11, 12
1, 2, 6, 7, 8, 10, 11
1, 2, 7, 8, 9, 10, 11
1, 3, 4, 5, 7, 9, 11
1, 2, 3, 4, 5, 6, 7, 9, 12
1, 2, 3, 4, 5, 6, 8, 9, 10
1, 2, 3, 4, 5, 7, 8, 9, 10
1, 2, 3, 4, 5, 7, 9, 11, 12
1, 2, 3, 4, 5, 8, 10, 11, 12
1, 2, 4, 5, 6, 7, 10, 11, 12
1, 2, 4, 5, 6, 8, 9, 10, 11
1, 2, 4, 5, 6, 8, 9, 10, 12
1, 2, 4, 5, 7, 8, 9, 10, 11
1, 2, 4, 5, 7, 8, 9, 10, 12
